96 96
2
4
4
27 28
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;3 ;3 ;3 ;0 ;3M;0 ;3 ;3 ;3 ;0 ;3 ;3 ;3 ;3 ;3 ;0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;0 ;0 ;3 ;0 ;3 ;0 ;3M;0 ;3 ;3 ;3 ;0 ;3 ;3M;3 ;3M;3 ;0 ;0 ;3 ;3 ;3 ;2M;0 ;2 ;2 ;2 ;0 ;2M;2 ;0 ;0 ;0 ;0 ;2 ;0 ;0 ;0 ;2 ;2 ;0 ;2 ;0 ;0 ;2 ;2 ;2 ;2 ;2M;0 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;0 ;0 ;2 ;2 ;2 ;2M;2M;2M;0 ;0 ;0 ;0
0 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;0 ;3M;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;0 ;0 ;3M;3 ;3M;0 ;3 ;0 ;3 ;3 ;3 ;0 ;3 ;3 ;3M;3 ;3 ;3 ;0 ;3 ;3 ;3 ;2 ;2 ;2 ;2 ;2 ;0 ;2M;2 ;2M;0 ;0 ;2 ;2 ;0 ;0 ;0 ;2 ;2 ;2M;2 ;0 ;0 ;2 ;2 ;2 ;2 ;2 ;0 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;0
0 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2M;2 ;0
0 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3M;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;0 ;0 ;0
0 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;2 ;2M;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;0
0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;3M;3M;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;0 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2M;2M;2M;2 ;2 ;2M;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;0 ;0 ;0
0 ;0 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;2 ;0
0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;2 ;0
