96 96
2
4
4
74 17
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;5 ;5 ;5 ;5 ;5M;5 ;0 ;5 ;0 ;5M;5 ;5 ;5 ;0 ;0 ;5 ;5 ;5 ;5 ;5 ;0 ;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;0 ;5 ;5 ;5M;5 ;0 ;5 ;5 ;0 ;5M;5 ;5M;5 ;5 ;5 ;5M;4 ;4 ;4 ;0 ;4M;4 ;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4M;4 ;4 ;0 ;0 ;0 ;4 ;4 ;0 ;4 ;4 ;4 ;4 ;0 ;0 ;4 ;0 ;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4 ;4 ;4 ;0
0 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;0 ;5 ;5 ;5 ;5 ;5 ;5 ;0 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;0 ;5 ;5 ;5 ;5M;0 ;5 ;5 ;0 ;5 ;5 ;5 ;5 ;5 ;5M;5M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4 ;4 ;0 ;4 ;4 ;4 ;4 ;4 ;0
0 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;5M;5 ;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5M;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;0 ;0 ;0
0 ;5 ;5 ;5M;5M;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;5M;5 ;5M;5 ;5 ;5M;5M;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4M;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;0
0 ;5M;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5M;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5M;5 ;5 ;5 ;5 ;4 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8M;8 ;8 ;8 ;4M;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;0 ;0
0 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;4 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8M;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8 ;8 ;8M;8 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;0
0 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;5 ;5 ;4 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8M;8 ;8 ;8 ;8M;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;4M;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4M;4M;4 ;4M;4M;4 ;4 ;4 ;4 ;0
0 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;4 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8M;8 ;8 ;8 ;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8M;8M;8 ;8 ;8 ;8 ;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4 ;4M;4 ;0 ;0 ;0
0 ;0 ;0 ;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;4 ;8 ;8 ;8 ;8 ;8M;8 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8M;4M;4 ;4M;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;0
0 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;4M;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8M;8M;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;8 ;8M;8 ;8 ;8 ;8 ;8 ;8 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;0
